id,danceName,artist,danceType,aliases_pipe,styleTags_pipe,sceneTags_pipe,outfitKeywords_pipe,avoidKeywords_pipe,stageOutfitProfiles,stageOutfitSummary,reviewNotes
g-i-dle-hwaa,Hwaa,(G)I-DLE,K-pop,Hwaa|hwaa|(G)I-DLE Hwaa|Hwaa (G)I-DLE,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-tomboy,Tomboy,(G)I-DLE,K-pop,Tomboy|tomboy|(G)I-DLE Tomboy|Tomboy (G)I-DLE,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-nxde,Nxde,(G)I-DLE,K-pop,Nxde|nxde|(G)I-DLE Nxde|Nxde (G)I-DLE,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-queencard,Queencard,(G)I-DLE,K-pop,Queencard|queencard|(G)I-DLE Queencard|Queencard (G)I-DLE,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-super-lady,Super Lady,(G)I-DLE,K-pop,Super Lady|super lady|(G)I-DLE Super Lady|Super Lady (G)I-DLE|superlady,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-fate,Fate,(G)I-DLE,K-pop,Fate|fate|(G)I-DLE Fate|Fate (G)I-DLE,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-klaxon,Klaxon,(G)I-DLE,K-pop,Klaxon|klaxon|(G)I-DLE Klaxon|Klaxon (G)I-DLE,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-my-bag,My Bag,(G)I-DLE,K-pop,My Bag|my bag|(G)I-DLE My Bag|My Bag (G)I-DLE|mybag,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-villain-dies,Villain Dies,(G)I-DLE,K-pop,Villain Dies|villain dies|(G)I-DLE Villain Dies|Villain Dies (G)I-DLE|villaindies,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-already,Already,(G)I-DLE,K-pop,Already|already|(G)I-DLE Already|Already (G)I-DLE,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-polaroid,Polaroid,(G)I-DLE,K-pop,Polaroid|polaroid|(G)I-DLE Polaroid|Polaroid (G)I-DLE,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-escape,Escape,(G)I-DLE,K-pop,Escape|escape|(G)I-DLE Escape|Escape (G)I-DLE,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-never-stop-me,Never Stop Me,(G)I-DLE,K-pop,Never Stop Me|never stop me|(G)I-DLE Never Stop Me|Never Stop Me (G)I-DLE|neverstopme,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-change,Change,(G)I-DLE,K-pop,Change|change|(G)I-DLE Change|Change (G)I-DLE,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-reset,Reset,(G)I-DLE,K-pop,Reset|reset|(G)I-DLE Reset|Reset (G)I-DLE,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-sculpture,Sculpture,(G)I-DLE,K-pop,Sculpture|sculpture|(G)I-DLE Sculpture|Sculpture (G)I-DLE,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-dark-x-file,Dark (X-file),(G)I-DLE,K-pop,Dark (X-file)|dark (x-file)|(G)I-DLE Dark (X-file)|Dark (X-file) (G)I-DLE|dark(x-file),甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-allergy,Allergy,(G)I-DLE,K-pop,Allergy|allergy|(G)I-DLE Allergy|Allergy (G)I-DLE,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-lucid,Lucid,(G)I-DLE,K-pop,Lucid|lucid|(G)I-DLE Lucid|Lucid (G)I-DLE,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-all-night,All Night,(G)I-DLE,K-pop,All Night|all night|(G)I-DLE All Night|All Night (G)I-DLE|allnight,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-paradise,Paradise,(G)I-DLE,K-pop,Paradise|paradise|(G)I-DLE Paradise|Paradise (G)I-DLE,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-peter-pan,Peter Pan,(G)I-DLE,K-pop,Peter Pan|peter pan|(G)I-DLE Peter Pan|Peter Pan (G)I-DLE|peterpan,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-doll,Doll,(G)I-DLE,K-pop,Doll|doll|(G)I-DLE Doll|Doll (G)I-DLE,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-vision,Vision,(G)I-DLE,K-pop,Vision|vision|(G)I-DLE Vision|Vision (G)I-DLE,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-7days,7Days,(G)I-DLE,K-pop,7Days|7days|(G)I-DLE 7Days|7Days (G)I-DLE,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-revenge,Revenge,(G)I-DLE,K-pop,Revenge|revenge|(G)I-DLE Revenge|Revenge (G)I-DLE,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-i-want-that,I Want That,(G)I-DLE,K-pop,I Want That|i want that|(G)I-DLE I Want That|I Want That (G)I-DLE|iwantthat,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-i-do,I Do,(G)I-DLE,K-pop,I Do|i do|(G)I-DLE I Do|I Do (G)I-DLE|ido,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-eyes-roll,Eyes Roll,(G)I-DLE,K-pop,Eyes Roll|eyes roll|(G)I-DLE Eyes Roll|Eyes Roll (G)I-DLE|eyesroll,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-maze,Maze,(G)I-DLE,K-pop,Maze|maze|(G)I-DLE Maze|Maze (G)I-DLE,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-what-s-in-your-house,What's in Your House?,(G)I-DLE,K-pop,What's in Your House?|what's in your house?|(G)I-DLE What's in Your House?|What's in Your House? (G)I-DLE|what'sinyourhouse?,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-don-t-text-me,Don't Text Me,(G)I-DLE,K-pop,Don't Text Me|don't text me|(G)I-DLE Don't Text Me|Don't Text Me (G)I-DLE|don'ttextme,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle,$$$,(G)I-DLE,K-pop,$$$|(G)I-DLE $$$|$$$ (G)I-DLE,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-put-it-straight,Put It Straight,(G)I-DLE,K-pop,Put It Straight|put it straight|(G)I-DLE Put It Straight|Put It Straight (G)I-DLE|putitstraight,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-give-me-your,Give Me Your,(G)I-DLE,K-pop,Give Me Your|give me your|(G)I-DLE Give Me Your|Give Me Your (G)I-DLE|givemeyour,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-blow-your-mind,Blow Your Mind,(G)I-DLE,K-pop,Blow Your Mind|blow your mind|(G)I-DLE Blow Your Mind|Blow Your Mind (G)I-DLE|blowyourmind,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-maybe,Maybe,(G)I-DLE,K-pop,Maybe|maybe|(G)I-DLE Maybe|Maybe (G)I-DLE,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-luv-u,Luv U,(G)I-DLE,K-pop,Luv U|luv u|(G)I-DLE Luv U|Luv U (G)I-DLE|luvu,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-moon,Moon,(G)I-DLE,K-pop,Moon|moon|(G)I-DLE Moon|Moon (G)I-DLE,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-where-is-love,Where Is Love,(G)I-DLE,K-pop,Where Is Love|where is love|(G)I-DLE Where Is Love|Where Is Love (G)I-DLE|whereislove,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-lost,Lost,(G)I-DLE,K-pop,Lost|lost|(G)I-DLE Lost|Lost (G)I-DLE,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-dahlia,Dahlia,(G)I-DLE,K-pop,Dahlia|dahlia|(G)I-DLE Dahlia|Dahlia (G)I-DLE,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-last-dance,Last Dance,(G)I-DLE,K-pop,Last Dance|last dance|(G)I-DLE Last Dance|Last Dance (G)I-DLE|lastdance,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-relay,Relay,(G)I-DLE,K-pop,Relay|relay|(G)I-DLE Relay|Relay (G)I-DLE,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
g-i-dle-i-m-the-trend,I'm the Trend,(G)I-DLE,K-pop,I'm the Trend|i'm the trend|(G)I-DLE I'm the Trend|I'm the Trend (G)I-DLE|i'mthetrend,甜酷|K-pop|舞台,练舞房|舞台|日常,短款上衣|短裙|运动鞋|发饰,,,标准 K-pop 女团舞台搭配，短款上衣和短裙/短裤保证比例，运动鞋提升动作完成度。,
blackpink-boombayah,Boombayah,BLACKPINK,K-pop,Boombayah|boombayah|BLACKPINK Boombayah|Boombayah BLACKPINK,辣妹|强势|嘻哈,练舞房|舞台|日常,短款上衣|黑色|皮革|工装裤|长靴|金属配饰,过甜|软糯|浅色小清新,,强势嘻哈舞台感，适合短款上衣、黑色皮革/工装下装、长靴和金属配饰，突出大动作和镜头气场。,
blackpink-whistle,Whistle,BLACKPINK,K-pop,Whistle|whistle|BLACKPINK Whistle|Whistle BLACKPINK,辣妹|强势|嘻哈,练舞房|舞台|日常,短款上衣|黑色|皮革|工装裤|长靴|金属配饰,过甜|软糯|浅色小清新,,强势嘻哈舞台感，适合短款上衣、黑色皮革/工装下装、长靴和金属配饰，突出大动作和镜头气场。,
blackpink-playing-with-fire,Playing With Fire,BLACKPINK,K-pop,Playing With Fire|playing with fire|BLACKPINK Playing With Fire|Playing With Fire BLACKPINK|playingwithfire,辣妹|强势|嘻哈,练舞房|舞台|日常,短款上衣|黑色|皮革|工装裤|长靴|金属配饰,过甜|软糯|浅色小清新,,强势嘻哈舞台感，适合短款上衣、黑色皮革/工装下装、长靴和金属配饰，突出大动作和镜头气场。,
blackpink-stay,Stay,BLACKPINK,K-pop,Stay|stay|BLACKPINK Stay|Stay BLACKPINK,辣妹|强势|嘻哈,练舞房|舞台|日常,短款上衣|黑色|皮革|工装裤|长靴|金属配饰,过甜|软糯|浅色小清新,,强势嘻哈舞台感，适合短款上衣、黑色皮革/工装下装、长靴和金属配饰，突出大动作和镜头气场。,
blackpink-as-if-it-s-your-last,As If It's Your Last,BLACKPINK,K-pop,As If It's Your Last|as if it's your last|BLACKPINK As If It's Your Last|As If It's Your Last BLACKPINK|asifit'syourlast,辣妹|强势|嘻哈,练舞房|舞台|日常,短款上衣|黑色|皮革|工装裤|长靴|金属配饰,过甜|软糯|浅色小清新,,强势嘻哈舞台感，适合短款上衣、黑色皮革/工装下装、长靴和金属配饰，突出大动作和镜头气场。,
blackpink-ddu-du-ddu-du,Ddu-Du Ddu-Du,BLACKPINK,K-pop,Ddu-Du Ddu-Du|ddu-du ddu-du|BLACKPINK Ddu-Du Ddu-Du|Ddu-Du Ddu-Du BLACKPINK|ddu-duddu-du,辣妹|强势|嘻哈,练舞房|舞台|日常,短款上衣|黑色|皮革|工装裤|长靴|金属配饰,过甜|软糯|浅色小清新,,强势嘻哈舞台感，适合短款上衣、黑色皮革/工装下装、长靴和金属配饰，突出大动作和镜头气场。,
blackpink-forever-young,Forever Young,BLACKPINK,K-pop,Forever Young|forever young|BLACKPINK Forever Young|Forever Young BLACKPINK|foreveryoung,辣妹|强势|嘻哈,练舞房|舞台|日常,短款上衣|黑色|皮革|工装裤|长靴|金属配饰,过甜|软糯|浅色小清新,,强势嘻哈舞台感，适合短款上衣、黑色皮革/工装下装、长靴和金属配饰，突出大动作和镜头气场。,
blackpink-really,Really,BLACKPINK,K-pop,Really|really|BLACKPINK Really|Really BLACKPINK,辣妹|强势|嘻哈,练舞房|舞台|日常,短款上衣|黑色|皮革|工装裤|长靴|金属配饰,过甜|软糯|浅色小清新,,强势嘻哈舞台感，适合短款上衣、黑色皮革/工装下装、长靴和金属配饰，突出大动作和镜头气场。,
blackpink-see-u-later,See U Later,BLACKPINK,K-pop,See U Later|see u later|BLACKPINK See U Later|See U Later BLACKPINK|seeulater,辣妹|强势|嘻哈,练舞房|舞台|日常,短款上衣|黑色|皮革|工装裤|长靴|金属配饰,过甜|软糯|浅色小清新,,强势嘻哈舞台感，适合短款上衣、黑色皮革/工装下装、长靴和金属配饰，突出大动作和镜头气场。,
blackpink-don-t-know-what-to-do,Don't Know What To Do,BLACKPINK,K-pop,Don't Know What To Do|don't know what to do|BLACKPINK Don't Know What To Do|Don't Know What To Do BLACKPINK|don'tknowwhattodo,辣妹|强势|嘻哈,练舞房|舞台|日常,短款上衣|黑色|皮革|工装裤|长靴|金属配饰,过甜|软糯|浅色小清新,,强势嘻哈舞台感，适合短款上衣、黑色皮革/工装下装、长靴和金属配饰，突出大动作和镜头气场。,
blackpink-kick-it,Kick It,BLACKPINK,K-pop,Kick It|kick it|BLACKPINK Kick It|Kick It BLACKPINK|kickit,辣妹|强势|嘻哈,练舞房|舞台|日常,短款上衣|黑色|皮革|工装裤|长靴|金属配饰,过甜|软糯|浅色小清新,,强势嘻哈舞台感，适合短款上衣、黑色皮革/工装下装、长靴和金属配饰，突出大动作和镜头气场。,
blackpink-hope-not,Hope Not,BLACKPINK,K-pop,Hope Not|hope not|BLACKPINK Hope Not|Hope Not BLACKPINK|hopenot,辣妹|强势|嘻哈,练舞房|舞台|日常,短款上衣|黑色|皮革|工装裤|长靴|金属配饰,过甜|软糯|浅色小清新,,强势嘻哈舞台感，适合短款上衣、黑色皮革/工装下装、长靴和金属配饰，突出大动作和镜头气场。,
blackpink-how-you-like-that,How You Like That,BLACKPINK,K-pop,How You Like That|how you like that|BLACKPINK How You Like That|How You Like That BLACKPINK|howyoulikethat,辣妹|强势|嘻哈,练舞房|舞台|日常,短款上衣|黑色|皮革|工装裤|长靴|金属配饰,过甜|软糯|浅色小清新,,强势嘻哈舞台感，适合短款上衣、黑色皮革/工装下装、长靴和金属配饰，突出大动作和镜头气场。,
